obs,F182013_sum,F182013_mean,F152006_sum,F152006_mean,F152004_sum,F152004_mean,F162007_sum,F162007_mean,F152005_sum,F152005_mean,F152002_sum,F152002_mean,F142002_sum,F142002_mean,F182011_sum,F182011_mean,F182012_sum,F182012_mean,F152007_sum,F152007_mean,F162006_sum,F162006_mean,F162009_sum,F162009_mean,F162004_sum,F162004_mean,F142001_sum,F142001_mean,F142000_sum,F142000_mean,F101992_sum,F101992_mean,F182010_sum,F182010_mean,F142003_sum,F142003_mean,F121995_sum,F121995_mean,F152001_sum,F152001_mean,F152003_sum,F152003_mean,F162005_sum,F162005_mean,F152000_sum,F152000_mean,F162008_sum,F162008_mean
95,33.0,33.0,28.0,28.0,29.0,29.0,32.0,32.0,36.0,36.0,32.0,32.0,42.0,42.0,0,0,23.0,23.0,21.0,21.0,29.0,29.0,0,0,43.0,43.0,21.0,21.0,22.0,22.0,10.0,10.0,0,0,26.0,26.0,23.0,23.0,34.0,34.0,33.0,33.0,25.0,25.0,31.0,31.0,30.0,30.0
94,44.0,44.0,44.0,44.0,39.0,39.0,46.0,46.0,44.0,44.0,43.0,43.0,48.0,48.0,54.0,54.0,34.0,34.0,36.0,36.0,42.0,42.0,47.0,47.0,53.0,53.0,34.0,34.0,34.0,34.0,20.0,20.0,51.0,51.0,38.0,38.0,31.0,31.0,44.0,44.0,38.0,38.0,40.0,40.0,44.0,44.0,46.0,46.0
97,63.0,63.0,61.0,61.0,62.0,62.0,63.0,63.0,60.0,60.0,62.0,62.0,59.0,59.0,62.0,62.0,62.0,62.0,58.0,58.0,62.0,62.0,63.0,63.0,63.0,63.0,62.0,62.0,63.0,63.0,54.0,54.0,62.0,62.0,60.0,60.0,60.0,60.0,62.0,62.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,63.0
96,63.0,63.0,61.0,61.0,62.0,62.0,63.0,63.0,59.0,59.0,62.0,62.0,60.0,60.0,63.0,63.0,62.0,62.0,58.0,58.0,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,62.0,62.0,50.0,50.0,62.0,62.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,63.0,63.0
1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0
1176,6.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0
1175,9.0,9.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,7.0,7.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0
1174,11.0,11.0,5.0,5.0,4.0,4.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,9.0,9.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,5.0
1173,12.0,12.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,8.0,8.0,11.0,11.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,10.0,10.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,8.0,8.0,6.0,6.0
1172,10.0,10.0,6.0,6.0,5.0,5.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,11.0,11.0,5.0,5.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0
1171,9.0,9.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,12.0,12.0,11.0,11.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,6.0,6.0,7.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,10.0,10.0,7.0,7.0
1170,11.0,11.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,14.0,14.0,10.0,10.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,11.0,11.0,6.0,6.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,6.0,11.0,11.0,8.0,8.0
1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7188,24.0,24.0,15.0,15.0,14.0,14.0,22.0,22.0,19.0,19.0,19.0,19.0,19.0,19.0,24.0,24.0,19.0,19.0,12.0,12.0,16.0,16.0,15.0,15.0,20.0,20.0,14.0,14.0,18.0,18.0,11.0,11.0,28.0,28.0,19.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,15.0,15.0,25.0,25.0,18.0,18.0
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,6.0,6.0,5.0,5.0,4.0,4.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,9.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0
7181,6.0,6.0,5.0,5.0,4.0,4.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,9.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0
7182,7.0,7.0,5.0,5.0,4.0,4.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,9.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0
7183,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,8.0,8.0,5.0,5.0,9.0,9.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0
7184,11.0,11.0,7.0,7.0,7.0,7.0,12.0,12.0,6.0,6.0,10.0,10.0,5.0,5.0,8.0,8.0,12.0,12.0,8.0,8.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,13.0,13.0,6.0,6.0,5.0,5.0,10.0,10.0,6.0,6.0,9.0,9.0,10.0,10.0,9.0,9.0
3432,49.0,49.0,49.0,49.0,46.0,46.0,53.0,53.0,45.0,45.0,49.0,49.0,53.0,53.0,39.0,39.0,51.0,51.0,53.0,53.0,52.0,52.0,40.0,40.0,52.0,52.0,48.0,48.0,55.0,55.0,51.0,51.0,56.0,56.0,46.0,46.0,57.0,57.0,46.0,46.0,46.0,46.0,47.0,47.0,54.0,54.0,42.0,42.0
7186,25.0,25.0,16.0,16.0,15.0,15.0,26.0,26.0,16.0,16.0,24.0,24.0,14.0,14.0,24.0,24.0,28.0,28.0,14.0,14.0,22.0,22.0,16.0,16.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,24.0,24.0,24.0,24.0,14.0,14.0,22.0,22.0,14.0,14.0,17.0,17.0,19.0,19.0,21.0,21.0
7187,29.0,29.0,20.0,20.0,17.0,17.0,26.0,26.0,20.0,20.0,24.0,24.0,18.0,18.0,27.0,27.0,28.0,28.0,15.0,15.0,20.0,20.0,17.0,17.0,20.0,20.0,17.0,17.0,16.0,16.0,11.0,11.0,28.0,28.0,25.0,25.0,16.0,16.0,23.0,23.0,17.0,17.0,17.0,17.0,23.0,23.0,22.0,22.0
623,59.0,59.0,55.0,55.0,46.0,46.0,62.0,62.0,51.0,51.0,51.0,51.0,47.0,47.0,56.0,56.0,61.0,61.0,53.0,53.0,59.0,59.0,57.0,57.0,51.0,51.0,39.0,39.0,45.0,45.0,24.0,24.0,61.0,61.0,52.0,52.0,32.0,32.0,42.0,42.0,44.0,44.0,50.0,50.0,50.0,50.0,61.0,61.0
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,57.0,57.0,55.0,55.0,46.0,46.0,61.0,61.0,46.0,46.0,51.0,51.0,44.0,44.0,50.0,50.0,59.0,59.0,54.0,54.0,56.0,56.0,53.0,53.0,44.0,44.0,42.0,42.0,43.0,43.0,24.0,24.0,58.0,58.0,52.0,52.0,29.0,29.0,42.0,42.0,44.0,44.0,50.0,50.0,46.0,46.0,59.0,59.0
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,16.0,16.0,8.0,8.0,7.0,7.0,11.0,11.0,7.0,7.0,10.0,10.0,8.0,8.0,9.0,9.0,15.0,15.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,15.0,15.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0
3435,36.0,36.0,37.0,37.0,33.0,33.0,35.0,35.0,31.0,31.0,33.0,33.0,36.0,36.0,20.0,20.0,35.0,35.0,40.0,40.0,39.0,39.0,22.0,22.0,38.0,38.0,38.0,38.0,35.0,35.0,36.0,36.0,47.0,47.0,28.0,28.0,45.0,45.0,25.0,25.0,30.0,30.0,30.0,30.0,37.0,37.0,31.0,31.0
620,40.0,40.0,43.0,43.0,35.0,35.0,49.0,49.0,35.0,35.0,42.0,42.0,35.0,35.0,34.0,34.0,49.0,49.0,45.0,45.0,48.0,48.0,40.0,40.0,33.0,33.0,32.0,32.0,29.0,29.0,19.0,19.0,45.0,45.0,39.0,39.0,21.0,21.0,33.0,33.0,27.0,27.0,39.0,39.0,32.0,32.0,50.0,50.0
8549,7.0,7.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,4.0,9.0,9.0,7.0,7.0,4.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0
870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,13.0,13.0,12.0,12.0,7.0,7.0,17.0,17.0,9.0,9.0,10.0,10.0,12.0,12.0,10.0,10.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,10.0,10.0,11.0,11.0,13.0,13.0,11.0,11.0,23.0,23.0,7.0,7.0,11.0,11.0,11.0,11.0,7.0,7.0,9.0,9.0,14.0,14.0,16.0,16.0
8018,16.0,16.0,12.0,12.0,9.0,9.0,17.0,17.0,10.0,10.0,12.0,12.0,13.0,13.0,10.0,10.0,17.0,17.0,14.0,14.0,15.0,15.0,14.0,14.0,12.0,12.0,13.0,13.0,16.0,16.0,15.0,15.0,24.0,24.0,10.0,10.0,15.0,15.0,12.0,12.0,10.0,10.0,11.0,11.0,15.0,15.0,17.0,17.0
8017,19.0,19.0,12.0,12.0,10.0,10.0,18.0,18.0,10.0,10.0,14.0,14.0,14.0,14.0,13.0,13.0,20.0,20.0,18.0,18.0,17.0,17.0,14.0,14.0,13.0,13.0,15.0,15.0,18.0,18.0,17.0,17.0,25.0,25.0,12.0,12.0,17.0,17.0,13.0,13.0,11.0,11.0,12.0,12.0,17.0,17.0,16.0,16.0
627,39.0,39.0,33.0,33.0,32.0,32.0,44.0,44.0,46.0,46.0,41.0,41.0,43.0,43.0,55.0,55.0,38.0,38.0,33.0,33.0,35.0,35.0,48.0,48.0,48.0,48.0,34.0,34.0,31.0,31.0,26.0,26.0,48.0,48.0,39.0,39.0,37.0,37.0,39.0,39.0,36.0,36.0,35.0,35.0,46.0,46.0,51.0,51.0
8015,15.0,15.0,11.0,11.0,9.0,9.0,17.0,17.0,12.0,12.0,16.0,16.0,12.0,12.0,20.0,20.0,18.0,18.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,16.0,16.0,14.0,14.0,21.0,21.0,11.0,11.0,11.0,11.0,16.0,16.0,10.0,10.0,12.0,12.0,18.0,18.0,15.0,15.0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,15.0,15.0,9.0,9.0,9.0,9.0,15.0,15.0,11.0,11.0,14.0,14.0,8.0,8.0,32.0,32.0,14.0,14.0,8.0,8.0,12.0,12.0,15.0,15.0,11.0,11.0,9.0,9.0,9.0,9.0,8.0,8.0,14.0,14.0,8.0,8.0,10.0,10.0,14.0,14.0,7.0,7.0,11.0,11.0,12.0,12.0,16.0,16.0
8012,12.0,12.0,7.0,7.0,7.0,7.0,12.0,12.0,8.0,8.0,11.0,11.0,7.0,7.0,25.0,25.0,13.0,13.0,6.0,6.0,11.0,11.0,16.0,16.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,11.0,11.0,7.0,7.0,7.0,7.0,11.0,11.0,6.0,6.0,10.0,10.0,10.0,10.0,15.0,15.0
8011,10.0,10.0,5.0,5.0,6.0,6.0,10.0,10.0,6.0,6.0,10.0,10.0,6.0,6.0,16.0,16.0,10.0,10.0,5.0,5.0,10.0,10.0,14.0,14.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,9.0,5.0,5.0,7.0,7.0,8.0,8.0,14.0,14.0
626,54.0,54.0,45.0,45.0,42.0,42.0,56.0,56.0,48.0,48.0,48.0,48.0,43.0,43.0,58.0,58.0,47.0,47.0,43.0,43.0,46.0,46.0,55.0,55.0,51.0,51.0,34.0,34.0,37.0,37.0,25.0,25.0,56.0,56.0,43.0,43.0,35.0,35.0,46.0,46.0,42.0,42.0,43.0,43.0,46.0,46.0,55.0,55.0
7456,8.0,8.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,10.0,10.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0
4592,8.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,6.0,9.0,9.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,5.0,5.0,8.0,8.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0
7454,6.0,6.0,5.0,5.0,4.0,4.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,8.0,8.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0
7455,6.0,6.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,3.0,3.0,6.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,9.0,9.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0
7452,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,4.0,6.0,6.0,9.0,9.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0
625,56.0,56.0,51.0,51.0,43.0,43.0,59.0,59.0,50.0,50.0,49.0,49.0,46.0,46.0,57.0,57.0,56.0,56.0,46.0,46.0,53.0,53.0,57.0,57.0,53.0,53.0,37.0,37.0,40.0,40.0,24.0,24.0,60.0,60.0,45.0,45.0,32.0,32.0,43.0,43.0,42.0,42.0,48.0,48.0,48.0,48.0,56.0,56.0
7450,16.0,16.0,13.0,13.0,11.0,11.0,13.0,13.0,21.0,21.0,12.0,12.0,16.0,16.0,19.0,19.0,10.0,10.0,10.0,10.0,11.0,11.0,15.0,15.0,21.0,21.0,11.0,11.0,14.0,14.0,9.0,9.0,22.0,22.0,9.0,9.0,14.0,14.0,13.0,13.0,15.0,15.0,12.0,12.0,22.0,22.0,11.0,11.0
2036,30.0,30.0,17.0,17.0,16.0,16.0,26.0,26.0,18.0,18.0,19.0,19.0,15.0,15.0,28.0,28.0,28.0,28.0,18.0,18.0,23.0,23.0,26.0,26.0,18.0,18.0,16.0,16.0,16.0,16.0,13.0,13.0,31.0,31.0,18.0,18.0,14.0,14.0,17.0,17.0,15.0,15.0,19.0,19.0,17.0,17.0,23.0,23.0
624,58.0,58.0,53.0,53.0,44.0,44.0,62.0,62.0,50.0,50.0,49.0,49.0,46.0,46.0,56.0,56.0,59.0,59.0,51.0,51.0,58.0,58.0,59.0,59.0,52.0,52.0,36.0,36.0,45.0,45.0,23.0,23.0,61.0,61.0,49.0,49.0,31.0,31.0,42.0,42.0,46.0,46.0,50.0,50.0,49.0,49.0,60.0,60.0
4590,13.0,13.0,11.0,11.0,9.0,9.0,12.0,12.0,6.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,14.0,14.0,12.0,12.0,14.0,14.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,8.0,8.0,17.0,17.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,8.0,12.0,12.0
7458,10.0,10.0,7.0,7.0,5.0,5.0,10.0,10.0,5.0,5.0,7.0,7.0,5.0,5.0,8.0,8.0,12.0,12.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,11.0,11.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,8.0,8.0,9.0,9.0
7459,11.0,11.0,6.0,6.0,5.0,5.0,10.0,10.0,5.0,5.0,9.0,9.0,6.0,6.0,11.0,11.0,12.0,12.0,6.0,6.0,10.0,10.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,13.0,13.0,6.0,6.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,8.0,8.0,11.0,11.0
4591,10.0,10.0,9.0,9.0,8.0,8.0,10.0,10.0,5.0,5.0,8.0,8.0,9.0,9.0,6.0,6.0,11.0,11.0,8.0,8.0,11.0,11.0,6.0,6.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,14.0,14.0,6.0,6.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
4596,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0
4849,8.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,5.0,5.0,9.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,10.0,10.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0
4594,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0
4595,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0
2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,6.0,6.0,4.0,4.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,4.0,13.0,13.0,6.0,6.0,3.0,3.0,6.0,6.0,8.0,8.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,7.0,5.0,5.0
4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8291,17.0,17.0,10.0,10.0,9.0,9.0,19.0,19.0,9.0,9.0,13.0,13.0,13.0,13.0,20.0,20.0,15.0,15.0,12.0,12.0,12.0,12.0,15.0,15.0,12.0,12.0,13.0,13.0,8.0,8.0,9.0,9.0,21.0,21.0,12.0,12.0,9.0,9.0,15.0,15.0,9.0,9.0,9.0,9.0,11.0,11.0,15.0,15.0
4599,6.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,5.0,5.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
4734,60.0,60.0,49.0,49.0,50.0,50.0,58.0,58.0,48.0,48.0,54.0,54.0,51.0,51.0,60.0,60.0,61.0,61.0,45.0,45.0,53.0,53.0,55.0,55.0,55.0,55.0,47.0,47.0,45.0,45.0,30.0,30.0,58.0,58.0,56.0,56.0,30.0,30.0,52.0,52.0,50.0,50.0,50.0,50.0,51.0,51.0,58.0,58.0
8290,16.0,16.0,10.0,10.0,10.0,10.0,20.0,20.0,9.0,9.0,14.0,14.0,12.0,12.0,17.0,17.0,15.0,15.0,14.0,14.0,13.0,13.0,15.0,15.0,11.0,11.0,13.0,13.0,8.0,8.0,8.0,8.0,20.0,20.0,12.0,12.0,8.0,8.0,15.0,15.0,9.0,9.0,9.0,9.0,11.0,11.0,16.0,16.0
4735,61.0,61.0,48.0,48.0,48.0,48.0,53.0,53.0,51.0,51.0,51.0,51.0,56.0,56.0,62.0,62.0,57.0,57.0,41.0,41.0,51.0,51.0,55.0,55.0,59.0,59.0,45.0,45.0,45.0,45.0,33.0,33.0,58.0,58.0,53.0,53.0,36.0,36.0,53.0,53.0,52.0,52.0,49.0,49.0,55.0,55.0,56.0,56.0
8293,9.0,9.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,15.0,15.0,9.0,9.0,6.0,6.0,7.0,7.0,9.0,9.0,10.0,10.0,7.0,7.0,6.0,6.0,7.0,7.0,14.0,14.0,6.0,6.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,10.0,10.0,8.0,8.0
8292,14.0,14.0,8.0,8.0,8.0,8.0,15.0,15.0,9.0,9.0,10.0,10.0,12.0,12.0,19.0,19.0,13.0,13.0,9.0,9.0,11.0,11.0,12.0,12.0,13.0,13.0,10.0,10.0,8.0,8.0,9.0,9.0,18.0,18.0,10.0,10.0,10.0,10.0,12.0,12.0,9.0,9.0,8.0,8.0,11.0,11.0,11.0,11.0
2039,57.0,57.0,39.0,39.0,43.0,43.0,58.0,58.0,40.0,40.0,51.0,51.0,38.0,38.0,55.0,55.0,57.0,57.0,46.0,46.0,47.0,47.0,50.0,50.0,38.0,38.0,46.0,46.0,41.0,41.0,36.0,36.0,54.0,54.0,46.0,46.0,33.0,33.0,45.0,45.0,35.0,35.0,45.0,45.0,37.0,37.0,52.0,52.0
8295,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,8.0,8.0,3.0,3.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,6.0,6.0,4.0,4.0
